datathrough,season,teamname,seed,confshort,coach,wins,losses,adjem,rankadjem,pythag,rankpythag,adjoe,rankadjoe,oe,rankoe,adjde,rankadjde,de,rankde,tempo,ranktempo,adjtempo,rankadjtempo,luck,rankluck,sos,ranksos,soso,ranksoso,sosd,ranksosd,ncsos,rankncsos,event,apl_off,rankapl_off,apl_def,rankapl_def,confapl_off,rankconfapl_off,confapl_def,rankconfapl_def,source_name,endpoint,processed_at_utc,processed_at_local
"Sunday, February 1",2026,Montana,0,BSky,Travis DeCuire,13,10,1.1873,152,0.5314,152,109.176,178,108.796,171,107.989,138,108.317,190,71.0737,72,69.0461,90,0.0172,144,-0.1924,162,110.72,105,110.913,245,4.9613,72,,17.23,149,16.6,31,17.71,5,17.56,5,kenpom_api,ratings,2026-02-02 03:41:18 UTC,2026-02-01 21:41:18 Central Standard Time
